time,time,dsdx_hf,dsdx_depavg,dsdx_model,dsdx_polaris,SMB_dsdz_highfreq,DMB_dsdz_highfreq,u_tidal_DMB,u_tidal_SMB,tidal_range_RWC_m,tidal_range_GG_m,SMB_Kd,DMB_Kd,sta32_Chla_mg_m3,sta32_Chla_calculated_mg_m3,sta32_DO_percsat,sta32_SPM_mg_L,sta32_sal_PSU,sta32_temp_degC,sta32_dsdz,sta32_Chla_comb_mg_m3,sta32_Kd_comb,sta32_Kd_depth_m,sta27_Chla_mg_m3,sta27_Chla_calculated_mg_m3,sta27_DO_percsat,sta27_SPM_mg_L,sta27_sal_PSU,sta27_temp_degC,sta27_dsdz,sta27_Chla_comb_mg_m3,sta27_Kd_comb,sta27_Kd_depth_m,DMB_SFEI_Chla_RFU,DMB_SFEI_Chla_microgL,DMB_SFEI_DO_percsat,DMB_SFEI_DO_mg_L,DMB_SFEI_Sal_PSU,SMB_SFEI_Chla_RFU,SMB_SFEI_Chla_microgL,SMB_SFEI_DO_percsat,SMB_SFEI_DO_mg_L,SMB_SFEI_Sal_PSU,DMB_lower_SpCond_uS_cm,DMB_upper_SpCond_uS_cm,SMB_lower_SpCond_uS_cm,SMB_upper_SpCond_uS_cm,UC_precip_mm,UC_solrad_w_sqm,UC_avg_wind_speed_m_sec,FRE_precip_mm,FRE_solrad_w_sqm,FRE_avg_wind_speed_m_sec,SJ_precip_mm,SJ_solrad_w_sqm,SJ_avg_wind_speed_m_sec,PSP_precip_mm,PSP_solrad_w_sqm,PSP_avg_wind_speed_m_sec,Moff_precip_mm,GUAD_discharge_cfs,COY_discharge_cfs,ALA_flood_channel_discharge_cfs,ALA_creek_discharge_cfs,Delta_discharge_cfs,sta27_tidal_vel
8/26/1981,8/26/1981,,,,,,,,0.948732,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,59,15000,
8/27/1981,8/27/1981,,,,,,,,1.003266,,2.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,56,14400,
8/28/1981,8/28/1981,,,,,,,,1.023693,,2.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,64,14000,
8/29/1981,8/29/1981,,,,,,,,0.990096,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,70,14100,
8/30/1981,8/30/1981,,,,,,,,0.945596,,1.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,71,13700,
8/31/1981,8/31/1981,,,,,,,,0.89685,,1.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,77,13100,
9/1/1981,9/1/1981,,,,,,,,0.850134,,1.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,70,12900,
9/2/1981,9/2/1981,,,,,,,,0.823082,,1.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,72,12900,
9/3/1981,9/3/1981,,,,,,,,0.748734,,1.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,72,13100,
9/4/1981,9/4/1981,,,,,,,,0.651983,,1.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,74,13200,
9/5/1981,9/5/1981,,,,,,,,0.576989,,1.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,75,13500,
9/6/1981,9/6/1981,,,,,,,,0.519528,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,72,13200,
9/7/1981,9/7/1981,,,,,,,,0.494849,,1.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,76,14100,
9/8/1981,9/8/1981,,,,,,,,0.514067,,1.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,76,13700,
9/9/1981,9/9/1981,,,,,,,,0.573492,,1.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,73,13500,
9/10/1981,9/10/1981,,,,,,,,0.655886,,1.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,70,13900,
9/11/1981,9/11/1981,,,,,,,,0.740823,,1.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,66,13800,
9/12/1981,9/12/1981,,,,,,,,0.807078,,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,71,13900,
9/13/1981,9/13/1981,,,,,,,,0.895686,,1.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,71,13900,
9/14/1981,9/14/1981,,,,,,,,0.927473,,1.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,72,13700,
9/15/1981,9/15/1981,,,,,,,,0.923153,,1.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,74,13300,
9/16/1981,9/16/1981,,,,,,,,0.978743,,1.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,74,13300,
9/17/1981,9/17/1981,,,,,,,,0.975791,,1.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,73,13300,
9/18/1981,9/18/1981,,,,,,,,0.946144,,1.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,74,12500,
9/19/1981,9/19/1981,,,,,,,,0.9032,,1.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,72,12600,
9/20/1981,9/20/1981,,,,,,,,0.841534,,1.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,60,12300,
9/21/1981,9/21/1981,,,,,,,,0.786564,,1.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,65,12400,
9/22/1981,9/22/1981,,,,,,,,0.785611,,1.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,56,11900,
9/23/1981,9/23/1981,,,,,,,,0.81443,,1.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,52,11300,
9/24/1981,9/24/1981,,,,,,,,0.857705,,1.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,0,49,11000,
9/25/1981,9/25/1981,,,,,,,,0.883697,,1.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0,48,11200,
9/26/1981,9/26/1981,,,,,,,,0.894017,,1.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,27,11600,
9/27/1981,9/27/1981,,,,,,,,0.872056,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.1,26,12200,
9/28/1981,9/28/1981,,,,,,,,0.918241,,1.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,23,38,12300,
9/29/1981,9/29/1981,,,,,,,,0.914796,,1.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,10,32,12000,
9/30/1981,9/30/1981,,,,,,,,0.89334,,1.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8.3,32,11600,
10/1/1981,10/1/1981,,,,,,,,0.815534,,1.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6.3,51,11300,
10/2/1981,10/2/1981,,,,,,,,0.74596,,1.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,3.9,54,10400,
10/3/1981,10/3/1981,,,,,,,,0.663456,,1.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3.3,54,10100,
10/4/1981,10/4/1981,,,,,,,,0.575294,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2.2,52,9840,
10/5/1981,10/5/1981,,,,,,,,0.509955,,1.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.7,55,10200,
10/6/1981,10/6/1981,,,,,,,,0.476015,,1.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.1,45,9890,
10/7/1981,10/7/1981,,,,,,,,0.509504,,1.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,5.4,44,10700,
10/8/1981,10/8/1981,,,,,,,,0.565998,,1.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5.1,43,11100,
10/9/1981,10/9/1981,,,,,,,,0.642488,,1.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,28,38,11400,
10/10/1981,10/10/1981,,,,,,,,0.734475,,1.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,24,35,10900,
10/11/1981,10/11/1981,,,,,,,,0.836226,,1.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5.6,33,10600,
10/12/1981,10/12/1981,,,,,,,,0.959538,,1.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.42,31,10600,
10/13/1981,10/13/1981,,,,,,,,0.956242,,1.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.01,32,10500,
10/14/1981,10/14/1981,,,,,,,,1.028577,,1.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,31,10700,
10/15/1981,10/15/1981,,,,,,,,1.039136,,2.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,31,9620,
10/16/1981,10/16/1981,,,,,,,,1.049718,,2.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,30,9300,
10/17/1981,10/17/1981,,,,,,,,1.014271,,2.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,30,9200,
10/18/1981,10/18/1981,,,,,,,,0.944656,,2.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,33,8820,
10/19/1981,10/19/1981,,,,,,,,0.863061,,1.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,33,9010,
10/20/1981,10/20/1981,,,,,,,,0.80232,,1.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,32,9080,
10/21/1981,10/21/1981,,,,,,,,0.769093,,1.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,30,9100,
10/22/1981,10/22/1981,,,,,,,,0.757053,,1.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,31,8820,
10/23/1981,10/23/1981,,,,,,,,0.783457,,1.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,30,8440,
10/24/1981,10/24/1981,,,,,,,,0.856243,,1.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,21,8140,
10/25/1981,10/25/1981,,,,,,,,0.886843,,1.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,12,8200,
10/26/1981,10/26/1981,,,,,,,,0.926747,,1.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,7.3,8380,
10/27/1981,10/27/1981,,,,,,,,0.862109,,1.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,,,0,5.5,8350,
10/28/1981,10/28/1981,,,,,,,,0.91983,,1.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,,,213,164,9360,
10/29/1981,10/29/1981,,,,,,,,0.859156,,1.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,184,145,10200,
10/30/1981,10/30/1981,,,,,,,,0.82614,,1.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,48,27,11800,
10/31/1981,10/31/1981,,,,,,,,0.752445,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,6.6,12,12700,
11/1/1981,11/1/1981,,,,,,,,0.684788,,1.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.16,7.7,11400,
11/2/1981,11/2/1981,,,,,,,,0.625689,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,5.8,10400,
11/3/1981,11/3/1981,,,,,,,,0.608658,,1.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,4.7,9640,
11/4/1981,11/4/1981,,,,,,,,0.597727,,1.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,4,9460,
11/5/1981,11/5/1981,,,,,,,,0.60129,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,3.3,9700,
11/6/1981,11/6/1981,,,,,,,,0.620983,,1.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,2.1,9610,
11/7/1981,11/7/1981,,,,,,,,0.687925,,1.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,3.5,9610,
11/8/1981,11/8/1981,,,,,,,,0.824825,,1.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,3.4,9350,
11/9/1981,11/9/1981,,,,,,,,0.94273,,1.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,3,8960,
11/10/1981,11/10/1981,,,,,,,,1.024487,,1.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,2.9,8710,
11/11/1981,11/11/1981,,,,,,,,1.070189,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,3.2,8880,
11/12/1981,11/12/1981,,,,,,,,1.059149,,2.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,11,33,9960,
11/13/1981,11/13/1981,,,,,,,,1.11316,,2.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,,,203,354,12600,
11/14/1981,11/14/1981,,,,,,,,1.104461,,2.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,706,420,18400,
11/15/1981,11/15/1981,,,,,,,,1.050307,,2.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,66,57,24600,
11/16/1981,11/16/1981,,,,,,,,0.995763,,2.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,34,36,27900,
11/17/1981,11/17/1981,,,,,,,,0.92237,,1.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,83,113,31300,
11/18/1981,11/18/1981,,,,,,,,0.843217,,1.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.1,38,39300,
11/19/1981,11/19/1981,,,,,,,,0.769904,,1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.02,17,42700,
11/20/1981,11/20/1981,,,,,,,,0.72048,,1.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,20,43900,
11/21/1981,11/21/1981,,,,,,,,0.772105,,1.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,0.66,52,41800,
11/22/1981,11/22/1981,,,,,,,,0.836703,,1.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.7,110,43100,
11/23/1981,11/23/1981,,,,,,,,0.880336,,1.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,0.13,68,51600,
11/24/1981,11/24/1981,,,,,,,,0.889169,,1.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,1.9,99,56300,
11/25/1981,11/25/1981,,,,,,,,0.867209,,1.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.02,52,69300,
11/26/1981,11/26/1981,,,,,,,,0.854606,,2.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,0.06,73,76500,
11/27/1981,11/27/1981,,,,,,,,0.862806,,1.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,0.4,84,77900,
11/28/1981,11/28/1981,,,,,,,,0.817288,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3.4,90,74200,
11/29/1981,11/29/1981,,,,,,,,0.784411,,1.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.29,57,71500,
11/30/1981,11/30/1981,,,,,,,,0.764078,,1.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,52,69600,
12/1/1981,12/1/1981,,,,,,,,0.746974,,1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,50,66000,
12/2/1981,12/2/1981,,,,,,,,0.720463,,1.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,48,61900,
12/3/1981,12/3/1981,,,,,,,,0.710312,,1.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,48,58600,
12/4/1981,12/4/1981,,,,,,,,0.690155,,1.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,48,55300,
12/5/1981,12/5/1981,,,,,,,,0.680492,,1.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,47,52300,
12/6/1981,12/6/1981,,,,,,,,0.776508,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,44,50200,
12/7/1981,12/7/1981,,,,,,,,0.87459,,1.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,44,48900,
12/8/1981,12/8/1981,,,,,,,,0.960845,,1.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,46,46200,
12/9/1981,12/9/1981,,,,,,,,1.050432,,2.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,0,55,43300,
12/10/1981,12/10/1981,,,,,,,,1.120082,,2.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.61,50,42500,
12/11/1981,12/11/1981,,,,,,,,1.040604,,2.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.7,47,42300,
12/12/1981,12/12/1981,,,,,,,,1.147865,,2.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2.4,51,42400,
12/13/1981,12/13/1981,,,,,,,,1.126721,,2.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2.7,50,40500,
12/14/1981,12/14/1981,,,,,,,,1.096375,,2.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1.4,45,38900,
12/15/1981,12/15/1981,,,,,,,,1.021136,,2.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,2.6,51,39700,
12/16/1981,12/16/1981,,,,,,,,0.922962,,1.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2,50,42900,
12/17/1981,12/17/1981,,,,,,,,0.832953,,1.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1.8,45,45300,
12/18/1981,12/18/1981,,,,,,,,0.730661,,1.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,11,43,45800,
12/19/1981,12/19/1981,,,,,,,,0.73015,,1.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,25,59,48600,
12/20/1981,12/20/1981,,,,,,,,0.754235,,1.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,874,646,70400,
12/21/1981,12/21/1981,,,,,,,,0.780409,,1.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,187,188,96200,
12/22/1981,12/22/1981,,,,,,,,0.79696,,1.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5.7,81,98300,
12/23/1981,12/23/1981,,,,,,,,0.815064,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,13,56,97700,
12/24/1981,12/24/1981,,,,,,,,0.838705,,1.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.48,47,96800,
12/25/1981,12/25/1981,,,,,,,,0.804675,,1.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,42,90800,
12/26/1981,12/26/1981,,,,,,,,0.829921,,2.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,0,41,80400,
12/27/1981,12/27/1981,,,,,,,,0.834361,,1.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,5,62,74800,
12/28/1981,12/28/1981,,,,,,,,0.839066,,1.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8.9,44,73500,
12/29/1981,12/29/1981,,,,,,,,0.837007,,1.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,1180,979,73500,
12/30/1981,12/30/1981,,,,,,,,0.849769,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,945,664,79100,
12/31/1981,12/31/1981,,,,,,,,0.830735,,1.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,188,167,80700,
1/1/1982,1/1/1982,,,,,,,,0.777093,,1.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,87,131,81600,
1/2/1982,1/2/1982,,,,,,,,0.729703,,1.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,302,380,87100,
1/3/1982,1/3/1982,,,,,,,,0.745972,,1.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,106,129,88700,
1/4/1982,1/4/1982,,,,,,,,0.809317,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6,,,4060,3760,88100,
1/5/1982,1/5/1982,,,,,,,,0.889789,,1.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,6910,6510,92700,
1/6/1982,1/6/1982,,,,,,,,0.980138,,2.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1470,1620,90400,
1/7/1982,1/7/1982,,,,,,,,1.065273,,2.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1160,1280,87000,
1/8/1982,1/8/1982,,,,,,,,1.125849,,2.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1000,1170,83900,
1/9/1982,1/9/1982,,,,,,,,1.075956,,2.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,702,791,75000,
1/10/1982,1/10/1982,,,,,,,,1.143391,,2.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,546,676,72000,
1/11/1982,1/11/1982,,,,,,,,1.129688,,2.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,487,568,70200,
1/12/1982,1/12/1982,,,,,,,,1.067335,,2.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,151,190,68600,
1/13/1982,1/13/1982,,,,,,,,1.013679,,1.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,50,126,67400,
