#,----------------------------------,WARNING,----------------------------------------,
#,Some,of,the,data
#,may,not,have,received
#,as,provisional,and,are
#,condition,that,neither,the
#,for,any,damages,resulting
#,,,,
#,Additional,info:,https://help.waterdata.usgs.gov/policies/provisional-data-statement,
#,,,,
#,File-format,description:,https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,
#,Automated-retrieval,info:,https://help.waterdata.usgs.gov/faq/automated-retrievals,
#,,,,
#,Contact:,gs-w_support_nwisweb@usgs.gov,,
#,retrieved:,2/5/2019,18:48:36,EST
#,,,,
#,Data,for,the,following
#,USGS,11179000,ALAMEDA,C
#,-----------------------------------------------------------------------------------,,,
#,,,,
#,Data,provided,for,site
#,TS,parameter,statistic,Description
#,9032,60,3,Discharge
#,,,,
#,Data-value,qualification,codes,included
#,,,,
#,A,Approved,for,publication
#,P,Provisional,data,subject
#,e,Value,has,been
#,,,,
agency_cd,Station,Date,Discharge_cfs,Data_Qualification
USGS,11179000,11/28/1976,24,A
USGS,11179000,11/29/1976,26,A
USGS,11179000,11/30/1976,33,A
USGS,11179000,12/1/1976,36,A
USGS,11179000,12/2/1976,34,A
USGS,11179000,12/3/1976,32,A
USGS,11179000,12/4/1976,31,A
USGS,11179000,12/5/1976,32,A
USGS,11179000,12/6/1976,30,A
USGS,11179000,12/7/1976,29,A
USGS,11179000,12/8/1976,29,A
USGS,11179000,12/9/1976,29,A
USGS,11179000,12/10/1976,30,A
USGS,11179000,12/11/1976,25,A
USGS,11179000,12/12/1976,28,A
USGS,11179000,12/13/1976,26,A
USGS,11179000,12/14/1976,28,A
USGS,11179000,12/15/1976,30,A
USGS,11179000,12/16/1976,29,A
USGS,11179000,12/17/1976,31,A
USGS,11179000,12/18/1976,29,A
USGS,11179000,12/19/1976,30,A
USGS,11179000,12/20/1976,31,A
USGS,11179000,12/21/1976,31,A
USGS,11179000,12/22/1976,31,A
USGS,11179000,12/23/1976,29,A
USGS,11179000,12/24/1976,30,A
USGS,11179000,12/25/1976,29,A
USGS,11179000,12/26/1976,30,A
USGS,11179000,12/27/1976,28,A
USGS,11179000,12/28/1976,30,A
USGS,11179000,12/29/1976,30,A
USGS,11179000,12/30/1976,76,A
USGS,11179000,12/31/1976,50,A
USGS,11179000,1/1/1977,25,A
USGS,11179000,1/2/1977,52,A
USGS,11179000,1/3/1977,152,A
USGS,11179000,1/4/1977,42,A
USGS,11179000,1/5/1977,27,A
USGS,11179000,1/6/1977,20,A
USGS,11179000,1/7/1977,21,A
USGS,11179000,1/8/1977,34,A
USGS,11179000,1/9/1977,34,A
USGS,11179000,1/10/1977,29,A
USGS,11179000,1/11/1977,17,A
USGS,11179000,1/12/1977,23,A
USGS,11179000,1/13/1977,21,A
USGS,11179000,1/14/1977,16,A
USGS,11179000,1/15/1977,15,A
USGS,11179000,1/16/1977,15,A
USGS,11179000,1/17/1977,16,A
USGS,11179000,1/18/1977,28,A
USGS,11179000,1/19/1977,33,A
USGS,11179000,1/20/1977,32,A
USGS,11179000,1/21/1977,27,A
USGS,11179000,1/22/1977,28,A
USGS,11179000,1/23/1977,22,A
USGS,11179000,1/24/1977,27,A
USGS,11179000,1/25/1977,31,A
USGS,11179000,1/26/1977,28,A
USGS,11179000,1/27/1977,15,A
USGS,11179000,1/28/1977,14,A
USGS,11179000,1/29/1977,14,A
USGS,11179000,1/30/1977,14,A
USGS,11179000,1/31/1977,15,A
USGS,11179000,2/1/1977,14,A
USGS,11179000,2/2/1977,12,A
USGS,11179000,2/3/1977,13,A
USGS,11179000,2/4/1977,13,A
USGS,11179000,2/5/1977,12,A
USGS,11179000,2/6/1977,13,A
USGS,11179000,2/7/1977,13,A
USGS,11179000,2/8/1977,14,A
USGS,11179000,2/9/1977,28,A
USGS,11179000,2/10/1977,14,A
USGS,11179000,2/11/1977,13,A
USGS,11179000,2/12/1977,12,A
USGS,11179000,2/13/1977,11,A
USGS,11179000,2/14/1977,11,A
USGS,11179000,2/15/1977,8.3,A
USGS,11179000,2/16/1977,9.5,A
USGS,11179000,2/17/1977,8,A
USGS,11179000,2/18/1977,8,A
USGS,11179000,2/19/1977,8.3,A
USGS,11179000,2/20/1977,27,A
USGS,11179000,2/21/1977,105,A
USGS,11179000,2/22/1977,97,A
USGS,11179000,2/23/1977,84,A
USGS,11179000,2/24/1977,84,A
USGS,11179000,2/25/1977,69,A
USGS,11179000,2/26/1977,36,A
USGS,11179000,2/27/1977,35,A
USGS,11179000,2/28/1977,36,A
USGS,11179000,3/1/1977,38,A
USGS,11179000,3/2/1977,38,A
USGS,11179000,3/3/1977,40,A
USGS,11179000,3/4/1977,40,A
USGS,11179000,3/5/1977,37,A
USGS,11179000,3/6/1977,35,A
USGS,11179000,3/7/1977,37,A
USGS,11179000,3/8/1977,38,A
USGS,11179000,3/9/1977,40,A
USGS,11179000,3/10/1977,30,A
USGS,11179000,3/11/1977,27,A
USGS,11179000,3/12/1977,25,A
USGS,11179000,3/13/1977,27,A
USGS,11179000,3/14/1977,29,A
USGS,11179000,3/15/1977,31,A
USGS,11179000,3/16/1977,82,A
USGS,11179000,3/17/1977,24,A
USGS,11179000,3/18/1977,16,A
USGS,11179000,3/19/1977,30,A
USGS,11179000,3/20/1977,29,A
USGS,11179000,3/21/1977,29,A
USGS,11179000,3/22/1977,33,A
USGS,11179000,3/23/1977,31,A
USGS,11179000,3/24/1977,30,A
USGS,11179000,3/25/1977,27,A
USGS,11179000,3/26/1977,24,A
USGS,11179000,3/27/1977,29,A
USGS,11179000,3/28/1977,28,A
USGS,11179000,3/29/1977,28,A
USGS,11179000,3/30/1977,28,A
USGS,11179000,3/31/1977,29,A
USGS,11179000,4/1/1977,28,A
USGS,11179000,4/2/1977,26,A
USGS,11179000,4/3/1977,26,A
USGS,11179000,4/4/1977,25,A
USGS,11179000,4/5/1977,23,A
USGS,11179000,4/6/1977,28,A
USGS,11179000,4/7/1977,28,A
USGS,11179000,4/8/1977,29,A
USGS,11179000,4/9/1977,38,A
USGS,11179000,4/10/1977,36,A
USGS,11179000,4/11/1977,21,A
USGS,11179000,4/12/1977,11,A
USGS,11179000,4/13/1977,9.5,A
USGS,11179000,4/14/1977,34,A
USGS,11179000,4/15/1977,37,A
USGS,11179000,4/16/1977,33,A
USGS,11179000,4/17/1977,33,A
USGS,11179000,4/18/1977,34,A
USGS,11179000,4/19/1977,35,A
USGS,11179000,4/20/1977,35,A
USGS,11179000,4/21/1977,30,A
USGS,11179000,4/22/1977,31,A
USGS,11179000,4/23/1977,28,A
USGS,11179000,4/24/1977,27,A
USGS,11179000,4/25/1977,28,A
USGS,11179000,4/26/1977,30,A
USGS,11179000,4/27/1977,39,A
USGS,11179000,4/28/1977,39,A
USGS,11179000,4/29/1977,36,A
USGS,11179000,4/30/1977,40,A
USGS,11179000,5/1/1977,43,A
USGS,11179000,5/2/1977,26,A
USGS,11179000,5/3/1977,37,A
USGS,11179000,5/4/1977,43,A
USGS,11179000,5/5/1977,42,A
USGS,11179000,5/6/1977,42,A
USGS,11179000,5/7/1977,40,A
USGS,11179000,5/8/1977,46,A
USGS,11179000,5/9/1977,36,A
USGS,11179000,5/10/1977,13,A
USGS,11179000,5/11/1977,19,A
USGS,11179000,5/12/1977,22,A
USGS,11179000,5/13/1977,37,A
USGS,11179000,5/14/1977,31,A
USGS,11179000,5/15/1977,29,A
USGS,11179000,5/16/1977,35,A
USGS,11179000,5/17/1977,33,A
USGS,11179000,5/18/1977,30,A
USGS,11179000,5/19/1977,31,A
USGS,11179000,5/20/1977,36,A
USGS,11179000,5/21/1977,34,A
USGS,11179000,5/22/1977,34,A
USGS,11179000,5/23/1977,19,A
USGS,11179000,5/24/1977,8.2,A
USGS,11179000,5/25/1977,7,A
USGS,11179000,5/26/1977,9.2,A
USGS,11179000,5/27/1977,7.6,A
USGS,11179000,5/28/1977,19,A
USGS,11179000,5/29/1977,30,A
USGS,11179000,5/30/1977,30,A
USGS,11179000,5/31/1977,15,A
USGS,11179000,6/1/1977,5.5,A
USGS,11179000,6/2/1977,5.1,A
USGS,11179000,6/3/1977,31,A
USGS,11179000,6/4/1977,44,A
USGS,11179000,6/5/1977,46,A
USGS,11179000,6/6/1977,46,A
USGS,11179000,6/7/1977,57,A
USGS,11179000,6/8/1977,66,A
USGS,11179000,6/9/1977,66,A
USGS,11179000,6/10/1977,67,A
USGS,11179000,6/11/1977,52,A
USGS,11179000,6/12/1977,47,A
USGS,11179000,6/13/1977,48,A
USGS,11179000,6/14/1977,39,A
USGS,11179000,6/15/1977,37,A
USGS,11179000,6/16/1977,41,A
USGS,11179000,6/17/1977,41,A
USGS,11179000,6/18/1977,41,A
USGS,11179000,6/19/1977,40,A
USGS,11179000,6/20/1977,41,A
USGS,11179000,6/21/1977,40,A
USGS,11179000,6/22/1977,39,A
USGS,11179000,6/23/1977,34,A
USGS,11179000,6/24/1977,36,A
USGS,11179000,6/25/1977,37,A
USGS,11179000,6/26/1977,39,A
USGS,11179000,6/27/1977,41,A
USGS,11179000,6/28/1977,42,A
USGS,11179000,6/29/1977,42,A
USGS,11179000,6/30/1977,39,A
USGS,11179000,7/1/1977,35,A
USGS,11179000,7/2/1977,39,A
USGS,11179000,7/3/1977,38,A
USGS,11179000,7/4/1977,28,A
USGS,11179000,7/5/1977,32,A
USGS,11179000,7/6/1977,33,A
USGS,11179000,7/7/1977,34,A
USGS,11179000,7/8/1977,33,A
USGS,11179000,7/9/1977,34,A
USGS,11179000,7/10/1977,35,A
USGS,11179000,7/11/1977,35,A
USGS,11179000,7/12/1977,32,A
USGS,11179000,7/13/1977,31,A
USGS,11179000,7/14/1977,34,A
USGS,11179000,7/15/1977,33,A
USGS,11179000,7/16/1977,33,A
USGS,11179000,7/17/1977,34,A
USGS,11179000,7/18/1977,33,A
USGS,11179000,7/19/1977,36,A
USGS,11179000,7/20/1977,35,A
USGS,11179000,7/21/1977,33,A
USGS,11179000,7/22/1977,34,A
USGS,11179000,7/23/1977,35,A
USGS,11179000,7/24/1977,35,A
USGS,11179000,7/25/1977,35,A
USGS,11179000,7/26/1977,35,A
USGS,11179000,7/27/1977,35,A
USGS,11179000,7/28/1977,32,A
USGS,11179000,7/29/1977,32,A
USGS,11179000,7/30/1977,35,A
USGS,11179000,7/31/1977,34,A
USGS,11179000,8/1/1977,27,A
USGS,11179000,8/2/1977,27,A
USGS,11179000,8/3/1977,26,A
USGS,11179000,8/4/1977,26,A
USGS,11179000,8/5/1977,27,A
USGS,11179000,8/6/1977,34,A
USGS,11179000,8/7/1977,36,A
USGS,11179000,8/8/1977,34,A
USGS,11179000,8/9/1977,29,A
USGS,11179000,8/10/1977,33,A
USGS,11179000,8/11/1977,32,A
USGS,11179000,8/12/1977,33,A
USGS,11179000,8/13/1977,34,A
USGS,11179000,8/14/1977,32,A
USGS,11179000,8/15/1977,32,A
USGS,11179000,8/16/1977,32,A
USGS,11179000,8/17/1977,32,A
USGS,11179000,8/18/1977,29,A
USGS,11179000,8/19/1977,33,A
USGS,11179000,8/20/1977,34,A
USGS,11179000,8/21/1977,33,A
USGS,11179000,8/22/1977,32,A
USGS,11179000,8/23/1977,31,A
USGS,11179000,8/24/1977,33,A
USGS,11179000,8/25/1977,32,A
USGS,11179000,8/26/1977,32,A
USGS,11179000,8/27/1977,34,A
USGS,11179000,8/28/1977,32,A
USGS,11179000,8/29/1977,30,A
USGS,11179000,8/30/1977,29,A
USGS,11179000,8/31/1977,29,A
USGS,11179000,9/1/1977,31,A
USGS,11179000,9/2/1977,30,A
USGS,11179000,9/3/1977,31,A
USGS,11179000,9/4/1977,31,A
USGS,11179000,9/5/1977,31,A
USGS,11179000,9/6/1977,31,A
USGS,11179000,9/7/1977,30,A
USGS,11179000,9/8/1977,26,A
USGS,11179000,9/9/1977,26,A
USGS,11179000,9/10/1977,27,A
USGS,11179000,9/11/1977,30,A
USGS,11179000,9/12/1977,31,A
USGS,11179000,9/13/1977,32,A
USGS,11179000,9/14/1977,31,A
USGS,11179000,9/15/1977,32,A
USGS,11179000,9/16/1977,26,A
USGS,11179000,9/17/1977,29,A
USGS,11179000,9/18/1977,29,A
USGS,11179000,9/19/1977,29,A
USGS,11179000,9/20/1977,22,A
USGS,11179000,9/21/1977,32,A
USGS,11179000,9/22/1977,33,A
USGS,11179000,9/23/1977,31,A
USGS,11179000,9/24/1977,30,A
USGS,11179000,9/25/1977,31,A
USGS,11179000,9/26/1977,31,A
USGS,11179000,9/27/1977,29,A
USGS,11179000,9/28/1977,29,A
USGS,11179000,9/29/1977,31,A
USGS,11179000,9/30/1977,32,A
USGS,11179000,10/1/1977,32,A
USGS,11179000,10/2/1977,34,A
USGS,11179000,10/3/1977,33,A
USGS,11179000,10/4/1977,32,A
USGS,11179000,10/5/1977,32,A
USGS,11179000,10/6/1977,32,A
USGS,11179000,10/7/1977,32,A
USGS,11179000,10/8/1977,32,A
USGS,11179000,10/9/1977,34,A
USGS,11179000,10/10/1977,33,A
USGS,11179000,10/11/1977,31,A
USGS,11179000,10/12/1977,30,A
USGS,11179000,10/13/1977,26,A
USGS,11179000,10/14/1977,27,A
USGS,11179000,10/15/1977,26,A
USGS,11179000,10/16/1977,28,A
USGS,11179000,10/17/1977,28,A
USGS,11179000,10/18/1977,27,A
USGS,11179000,10/19/1977,27,A
USGS,11179000,10/20/1977,28,A
USGS,11179000,10/21/1977,28,A
USGS,11179000,10/22/1977,29,A
USGS,11179000,10/23/1977,30,A
USGS,11179000,10/24/1977,25,A
USGS,11179000,10/25/1977,10,A
USGS,11179000,10/26/1977,9.5,A
USGS,11179000,10/27/1977,11,A
USGS,11179000,10/28/1977,9,A
USGS,11179000,10/29/1977,9.5,A
USGS,11179000,10/30/1977,10,A
USGS,11179000,10/31/1977,10,A
USGS,11179000,11/1/1977,9.6,A
USGS,11179000,11/2/1977,9.9,A
USGS,11179000,11/3/1977,9.2,A
USGS,11179000,11/4/1977,6.9,A
USGS,11179000,11/5/1977,15,A
USGS,11179000,11/6/1977,16,A
USGS,11179000,11/7/1977,11,A
USGS,11179000,11/8/1977,11,A
USGS,11179000,11/9/1977,8.8,A
USGS,11179000,11/10/1977,8.3,A
USGS,11179000,11/11/1977,7.7,A
USGS,11179000,11/12/1977,8.5,A
USGS,11179000,11/13/1977,10,A
USGS,11179000,11/14/1977,10,A
USGS,11179000,11/15/1977,9.5,A
USGS,11179000,11/16/1977,8.4,A
USGS,11179000,11/17/1977,8,A
USGS,11179000,11/18/1977,13,A
USGS,11179000,11/19/1977,58,A
USGS,11179000,11/20/1977,58,A
USGS,11179000,11/21/1977,77,A
USGS,11179000,11/22/1977,170,A
USGS,11179000,11/23/1977,29,A
USGS,11179000,11/24/1977,29,A
USGS,11179000,11/25/1977,28,A
USGS,11179000,11/26/1977,24,A
USGS,11179000,11/27/1977,24,A
USGS,11179000,11/28/1977,27,A
USGS,11179000,11/29/1977,26,A
USGS,11179000,11/30/1977,26,A
USGS,11179000,12/1/1977,23,A
USGS,11179000,12/2/1977,22,A
USGS,11179000,12/3/1977,30,A
USGS,11179000,12/4/1977,30,A
USGS,11179000,12/5/1977,32,A
USGS,11179000,12/6/1977,32,A
USGS,11179000,12/7/1977,31,A
USGS,11179000,12/8/1977,31,A
USGS,11179000,12/9/1977,30,A
USGS,11179000,12/10/1977,30,A
USGS,11179000,12/11/1977,32,A
USGS,11179000,12/12/1977,37,A
USGS,11179000,12/13/1977,32,A
USGS,11179000,12/14/1977,31,A
USGS,11179000,12/15/1977,155,A
USGS,11179000,12/16/1977,34,A
USGS,11179000,12/17/1977,132,A
USGS,11179000,12/18/1977,85,A
USGS,11179000,12/19/1977,25,A
USGS,11179000,12/20/1977,21,A
USGS,11179000,12/21/1977,19,A
USGS,11179000,12/22/1977,25,A
USGS,11179000,12/23/1977,267,A
USGS,11179000,12/24/1977,45,A
USGS,11179000,12/25/1977,22,A
USGS,11179000,12/26/1977,19,A
USGS,11179000,12/27/1977,23,A
USGS,11179000,12/28/1977,16,A
USGS,11179000,12/29/1977,19,A
USGS,11179000,12/30/1977,22,A
USGS,11179000,12/31/1977,37,A
USGS,11179000,1/1/1978,36,A
USGS,11179000,1/2/1978,35,A
USGS,11179000,1/3/1978,44,A
USGS,11179000,1/4/1978,45,A
USGS,11179000,1/5/1978,446,A
USGS,11179000,1/6/1978,377,A
USGS,11179000,1/7/1978,73,A
USGS,11179000,1/8/1978,39,A
USGS,11179000,1/9/1978,281,A
USGS,11179000,1/10/1978,181,A
USGS,11179000,1/11/1978,63,A
USGS,11179000,1/12/1978,42,A
USGS,11179000,1/13/1978,104,A
USGS,11179000,1/14/1978,887,A
USGS,11179000,1/15/1978,1310,A
USGS,11179000,1/16/1978,1680,A
USGS,11179000,1/17/1978,2000,A
USGS,11179000,1/18/1978,466,A
USGS,11179000,1/19/1978,1130,A
USGS,11179000,1/20/1978,394,A
USGS,11179000,1/21/1978,168,A
USGS,11179000,1/22/1978,119,A
USGS,11179000,1/23/1978,89,A
USGS,11179000,1/24/1978,69,A
USGS,11179000,1/25/1978,55,A
USGS,11179000,1/26/1978,47,A
USGS,11179000,1/27/1978,42,A
USGS,11179000,1/28/1978,42,A
USGS,11179000,1/29/1978,41,A
USGS,11179000,1/30/1978,39,A
USGS,11179000,1/31/1978,33,A
USGS,11179000,2/1/1978,27,A
USGS,11179000,2/2/1978,26,A
USGS,11179000,2/3/1978,29,A
USGS,11179000,2/4/1978,28,A
USGS,11179000,2/5/1978,65,A
USGS,11179000,2/6/1978,210,A
USGS,11179000,2/7/1978,859,A
USGS,11179000,2/8/1978,416,A
USGS,11179000,2/9/1978,1480,A
USGS,11179000,2/10/1978,371,A
USGS,11179000,2/11/1978,408,A
USGS,11179000,2/12/1978,723,A
USGS,11179000,2/13/1978,1120,A
USGS,11179000,2/14/1978,643,A
USGS,11179000,2/15/1978,490,A
USGS,11179000,2/16/1978,426,A
USGS,11179000,2/17/1978,391,A
USGS,11179000,2/18/1978,152,A
USGS,11179000,2/19/1978,98,A
USGS,11179000,2/20/1978,80,A
USGS,11179000,2/21/1978,72,A
USGS,11179000,2/22/1978,60,A
USGS,11179000,2/23/1978,54,A
USGS,11179000,2/24/1978,51,A
USGS,11179000,2/25/1978,48,A
USGS,11179000,2/26/1978,46,A
USGS,11179000,2/27/1978,44,A
USGS,11179000,2/28/1978,41,A
USGS,11179000,3/1/1978,43,A
USGS,11179000,3/2/1978,211,A
USGS,11179000,3/3/1978,186,A
USGS,11179000,3/4/1978,252,A
USGS,11179000,3/5/1978,705,A
USGS,11179000,3/6/1978,944,A
USGS,11179000,3/7/1978,1020,A
USGS,11179000,3/8/1978,670,A
USGS,11179000,3/9/1978,984,A
USGS,11179000,3/10/1978,607,A
USGS,11179000,3/11/1978,228,A
USGS,11179000,3/12/1978,156,A
USGS,11179000,3/13/1978,127,A
USGS,11179000,3/14/1978,105,A
USGS,11179000,3/15/1978,101,A
USGS,11179000,3/16/1978,84,A
USGS,11179000,3/17/1978,80,A
USGS,11179000,3/18/1978,69,A
USGS,11179000,3/19/1978,63,A
USGS,11179000,3/20/1978,59,A
USGS,11179000,3/21/1978,94,A
USGS,11179000,3/22/1978,235,A
USGS,11179000,3/23/1978,75,A
USGS,11179000,3/24/1978,61,A
USGS,11179000,3/25/1978,53,A
USGS,11179000,3/26/1978,50,A
USGS,11179000,3/27/1978,47,A
USGS,11179000,3/28/1978,48,A
USGS,11179000,3/29/1978,45,A
USGS,11179000,3/30/1978,50,A
USGS,11179000,3/31/1978,133,A
USGS,11179000,4/1/1978,96,A
USGS,11179000,4/2/1978,63,A
USGS,11179000,4/3/1978,52,A
USGS,11179000,4/4/1978,130,A
USGS,11179000,4/5/1978,67,A
USGS,11179000,4/6/1978,258,A
USGS,11179000,4/7/1978,144,A
USGS,11179000,4/8/1978,91,A
USGS,11179000,4/9/1978,73,A
USGS,11179000,4/10/1978,62,A
USGS,11179000,4/11/1978,60,A
USGS,11179000,4/12/1978,55,A
USGS,11179000,4/13/1978,48,A
USGS,11179000,4/14/1978,43,A
USGS,11179000,4/15/1978,80,A
USGS,11179000,4/16/1978,108,A
USGS,11179000,4/17/1978,69,A
USGS,11179000,4/18/1978,54,A
USGS,11179000,4/19/1978,48,A
USGS,11179000,4/20/1978,63,A
USGS,11179000,4/21/1978,61,A
USGS,11179000,4/22/1978,41,A
USGS,11179000,4/23/1978,39,A
USGS,11179000,4/24/1978,32,A
USGS,11179000,4/25/1978,59,A
USGS,11179000,4/26/1978,51,A
USGS,11179000,4/27/1978,41,A
USGS,11179000,4/28/1978,33,A
USGS,11179000,4/29/1978,31,A
USGS,11179000,4/30/1978,30,A
USGS,11179000,5/1/1978,29,A
USGS,11179000,5/2/1978,28,A
USGS,11179000,5/3/1978,27,A
USGS,11179000,5/4/1978,25,A
USGS,11179000,5/5/1978,22,A
USGS,11179000,5/6/1978,21,A
USGS,11179000,5/7/1978,23,A
USGS,11179000,5/8/1978,20,A
USGS,11179000,5/9/1978,21,A
USGS,11179000,5/10/1978,22,A
USGS,11179000,5/11/1978,20,A
USGS,11179000,5/12/1978,31,A
USGS,11179000,5/13/1978,33,A
USGS,11179000,5/14/1978,24,A
USGS,11179000,5/15/1978,22,A
USGS,11179000,5/16/1978,25,A
USGS,11179000,5/17/1978,26,A
USGS,11179000,5/18/1978,22,A
USGS,11179000,5/19/1978,22,A
USGS,11179000,5/20/1978,24,A
USGS,11179000,5/21/1978,27,A
USGS,11179000,5/22/1978,31,A
USGS,11179000,5/23/1978,24,A
USGS,11179000,5/24/1978,20,A
USGS,11179000,5/25/1978,23,A
USGS,11179000,5/26/1978,22,A
USGS,11179000,5/27/1978,20,A
USGS,11179000,5/28/1978,18,A
USGS,11179000,5/29/1978,16,A
USGS,11179000,5/30/1978,18,A
USGS,11179000,5/31/1978,19,A
USGS,11179000,6/1/1978,17,A
USGS,11179000,6/2/1978,15,A
USGS,11179000,6/3/1978,13,A
USGS,11179000,6/4/1978,15,A
USGS,11179000,6/5/1978,17,A
USGS,11179000,6/6/1978,14,A
USGS,11179000,6/7/1978,14,A
USGS,11179000,6/8/1978,14,A
USGS,11179000,6/9/1978,13,A
USGS,11179000,6/10/1978,12,A
USGS,11179000,6/11/1978,16,A
USGS,11179000,6/12/1978,15,A
USGS,11179000,6/13/1978,14,A
USGS,11179000,6/14/1978,14,A
USGS,11179000,6/15/1978,12,A
USGS,11179000,6/16/1978,13,A
USGS,11179000,6/17/1978,12,A
USGS,11179000,6/18/1978,15,A
USGS,11179000,6/19/1978,13,A
USGS,11179000,6/20/1978,13,A
USGS,11179000,6/21/1978,12,A
USGS,11179000,6/22/1978,9.5,A
USGS,11179000,6/23/1978,11,A
USGS,11179000,6/24/1978,12,A
USGS,11179000,6/25/1978,15,A
USGS,11179000,6/26/1978,21,A
USGS,11179000,6/27/1978,30,A
USGS,11179000,6/28/1978,31,A
USGS,11179000,6/29/1978,30,A
USGS,11179000,6/30/1978,38,A
USGS,11179000,7/1/1978,41,A
USGS,11179000,7/2/1978,49,A
USGS,11179000,7/3/1978,58,A
USGS,11179000,7/4/1978,58,A
USGS,11179000,7/5/1978,67,A
USGS,11179000,7/6/1978,71,A
USGS,11179000,7/7/1978,72,A
USGS,11179000,7/8/1978,44,A
USGS,11179000,7/9/1978,33,A
USGS,11179000,7/10/1978,32,A
USGS,11179000,7/11/1978,29,A
USGS,11179000,7/12/1978,27,A
USGS,11179000,7/13/1978,38,A
USGS,11179000,7/14/1978,46,A
USGS,11179000,7/15/1978,45,A
USGS,11179000,7/16/1978,46,A
USGS,11179000,7/17/1978,46,A
USGS,11179000,7/18/1978,45,A
USGS,11179000,7/19/1978,35,A
USGS,11179000,7/20/1978,28,A
USGS,11179000,7/21/1978,28,A
USGS,11179000,7/22/1978,28,A
USGS,11179000,7/23/1978,31,A
USGS,11179000,7/24/1978,30,A
USGS,11179000,7/25/1978,27,A
USGS,11179000,7/26/1978,27,A
USGS,11179000,7/27/1978,29,A
USGS,11179000,7/28/1978,29,A
USGS,11179000,7/29/1978,34,A
USGS,11179000,7/30/1978,43,A
USGS,11179000,7/31/1978,37,A
USGS,11179000,8/1/1978,29,A
USGS,11179000,8/2/1978,27,A
USGS,11179000,8/3/1978,27,A
USGS,11179000,8/4/1978,27,A
USGS,11179000,8/5/1978,27,A
USGS,11179000,8/6/1978,30,A
USGS,11179000,8/7/1978,28,A
USGS,11179000,8/8/1978,27,A
USGS,11179000,8/9/1978,29,A
USGS,11179000,8/10/1978,28,A
USGS,11179000,8/11/1978,31,A
USGS,11179000,8/12/1978,29,A
USGS,11179000,8/13/1978,33,A
USGS,11179000,8/14/1978,33,A
USGS,11179000,8/15/1978,30,A
USGS,11179000,8/16/1978,31,A
USGS,11179000,8/17/1978,33,A
USGS,11179000,8/18/1978,32,A
USGS,11179000,8/19/1978,31,A
USGS,11179000,8/20/1978,33,A
USGS,11179000,8/21/1978,32,A
USGS,11179000,8/22/1978,32,A
USGS,11179000,8/23/1978,33,A
USGS,11179000,8/24/1978,29,A
USGS,11179000,8/25/1978,26,A
USGS,11179000,8/26/1978,27,A
USGS,11179000,8/27/1978,27,A
USGS,11179000,8/28/1978,24,A
USGS,11179000,8/29/1978,23,A
USGS,11179000,8/30/1978,25,A
USGS,11179000,8/31/1978,26,A
USGS,11179000,9/1/1978,25,A
USGS,11179000,9/2/1978,26,A
USGS,11179000,9/3/1978,28,A
USGS,11179000,9/4/1978,25,A
USGS,11179000,9/5/1978,28,A
USGS,11179000,9/6/1978,29,A
USGS,11179000,9/7/1978,28,A
USGS,11179000,9/8/1978,28,A
USGS,11179000,9/9/1978,27,A
USGS,11179000,9/10/1978,36,A
USGS,11179000,9/11/1978,25,A
USGS,11179000,9/12/1978,17,A
USGS,11179000,9/13/1978,11,A
USGS,11179000,9/14/1978,8.3,A
USGS,11179000,9/15/1978,10,A
USGS,11179000,9/16/1978,10,A
USGS,11179000,9/17/1978,12,A
USGS,11179000,9/18/1978,10,A
USGS,11179000,9/19/1978,12,A
USGS,11179000,9/20/1978,11,A
USGS,11179000,9/21/1978,11,A
USGS,11179000,9/22/1978,8.9,A
USGS,11179000,9/23/1978,8,A
USGS,11179000,9/24/1978,8.6,A
USGS,11179000,9/25/1978,7.7,A
USGS,11179000,9/26/1978,7.2,A
USGS,11179000,9/27/1978,7.6,A
USGS,11179000,9/28/1978,9.3,A
USGS,11179000,9/29/1978,9.1,A
USGS,11179000,9/30/1978,11,A
USGS,11179000,10/1/1978,9.2,A
USGS,11179000,10/2/1978,9.6,A
USGS,11179000,10/3/1978,9.6,A
USGS,11179000,10/4/1978,8.2,A
USGS,11179000,10/5/1978,7.4,A
USGS,11179000,10/6/1978,6.8,A
USGS,11179000,10/7/1978,10,A
USGS,11179000,10/8/1978,9.5,A
USGS,11179000,10/9/1978,10,A
USGS,11179000,10/10/1978,10,A
USGS,11179000,10/11/1978,11,A
USGS,11179000,10/12/1978,9.5,A
USGS,11179000,10/13/1978,9.5,A
USGS,11179000,10/14/1978,7.4,A
USGS,11179000,10/15/1978,9.5,A
USGS,11179000,10/16/1978,11,A
USGS,11179000,10/17/1978,11,A
USGS,11179000,10/18/1978,12,A
USGS,11179000,10/19/1978,11,A
USGS,11179000,10/20/1978,11,A
USGS,11179000,10/21/1978,11,A
USGS,11179000,10/22/1978,10,A
USGS,11179000,10/23/1978,8.7,A
USGS,11179000,10/24/1978,9.6,A
USGS,11179000,10/25/1978,9.9,A
USGS,11179000,10/26/1978,11,A
USGS,11179000,10/27/1978,10,A
USGS,11179000,10/28/1978,11,A
USGS,11179000,10/29/1978,12,A
USGS,11179000,10/30/1978,11,A
USGS,11179000,10/31/1978,9.8,A
USGS,11179000,11/1/1978,8.9,A
USGS,11179000,11/2/1978,12,A
USGS,11179000,11/3/1978,12,A
